Date,Line_ID,Status,Part_Produced,Target_Batches,Target_Qty
2024-07-28,Line_2,Maintenance_Weekly,None,0,0
2024-07-28,Line_3,Maintenance_Weekly,None,0,0
2024-08-01,Line_1,Production,Engine Block,5,390
2024-08-01,Line_2,Production,Cylinder Head,6,772
2024-08-01,Line_2,Production,Oil Pan,5,1058
2024-08-01,Line_3,Production,Cylinder Liner,5,3848
2024-08-01,Line_3,Production,Camshaft Pulley,3,2504
2024-08-02,Line_1,Production,Engine Block,5,390
2024-08-02,Line_2,Production,Cylinder Head,6,772
2024-08-02,Line_2,Production,Oil Pan,5,1058
2024-08-02,Line_3,Production,Cylinder Liner,5,3848
2024-08-02,Line_3,Production,Camshaft Pulley,3,2504
2024-08-03,Line_1,Production,Engine Block,5,390
2024-08-03,Line_2,Production,Cylinder Head,6,772
2024-08-03,Line_2,Production,Oil Pan,5,1058
2024-08-03,Line_3,Production,Cylinder Liner,5,3848
2024-08-03,Line_3,Production,Camshaft Pulley,3,2504
2024-08-05,Line_1,Production,Engine Block,5,390
2024-08-05,Line_2,Production,Cylinder Head,6,772
2024-08-05,Line_2,Production,Oil Pan,5,1058
2024-08-05,Line_3,Production,Cylinder Liner,5,3848
2024-08-05,Line_3,Production,Camshaft Pulley,3,2504
2024-08-06,Line_1,Production,Engine Block,5,390
2024-08-06,Line_2,Production,Cylinder Head,6,772
2024-08-06,Line_2,Production,Oil Pan,5,1058
2024-08-06,Line_3,Production,Cylinder Liner,5,3848
2024-08-06,Line_3,Production,Camshaft Pulley,3,2504
2024-08-07,Line_1,Production,Engine Block,5,390
2024-08-07,Line_2,Production,Cylinder Head,6,772
2024-08-07,Line_2,Production,Oil Pan,5,1058
2024-08-07,Line_3,Production,Cylinder Liner,5,3848
2024-08-07,Line_3,Production,Camshaft Pulley,3,2504
2024-08-08,Line_1,Production,Engine Block,5,390
2024-08-08,Line_2,Production,Cylinder Head,6,772
2024-08-08,Line_2,Production,Oil Pan,5,1058
2024-08-08,Line_3,Production,Cylinder Liner,5,3848
2024-08-08,Line_3,Production,Camshaft Pulley,3,2504
2024-08-09,Line_1,Production,Engine Block,5,390
2024-08-09,Line_2,Production,Cylinder Head,6,772
2024-08-09,Line_2,Production,Oil Pan,5,1058
2024-08-09,Line_3,Production,Cylinder Liner,5,3848
2024-08-09,Line_3,Production,Camshaft Pulley,3,2504
2024-08-10,Line_1,Production,Engine Block,5,390
2024-08-10,Line_2,Production,Cylinder Head,6,772
2024-08-10,Line_2,Production,Oil Pan,5,1058
2024-08-10,Line_3,Production,Cylinder Liner,5,3848
2024-08-10,Line_3,Production,Camshaft Pulley,3,2504
2024-08-12,Line_1,Production,Engine Block,5,390
2024-08-12,Line_2,Production,Cylinder Head,6,772
2024-08-12,Line_2,Production,Oil Pan,5,1058
2024-08-12,Line_3,Production,Cylinder Liner,5,3848
2024-08-12,Line_3,Production,Camshaft Pulley,3,2504
2024-08-13,Line_1,Production,Engine Block,5,390
2024-08-13,Line_2,Production,Cylinder Head,6,772
2024-08-13,Line_2,Production,Oil Pan,5,1058
2024-08-13,Line_3,Production,Cylinder Liner,5,3847
2024-08-13,Line_3,Production,Camshaft Pulley,3,2504
2024-08-14,Line_1,Production,Engine Block,5,389
2024-08-14,Line_2,Production,Cylinder Head,6,772
2024-08-14,Line_2,Production,Oil Pan,5,1058
2024-08-14,Line_3,Production,Cylinder Liner,5,3847
2024-08-14,Line_3,Production,Camshaft Pulley,3,2504
2024-08-15,Line_1,Production,Engine Block,5,389
2024-08-15,Line_2,Production,Cylinder Head,6,772
2024-08-15,Line_2,Production,Oil Pan,5,1058
2024-08-15,Line_3,Production,Cylinder Liner,5,3847
2024-08-15,Line_3,Production,Camshaft Pulley,3,2503
2024-08-16,Line_1,Production,Engine Block,5,389
2024-08-16,Line_2,Production,Cylinder Head,6,772
2024-08-16,Line_2,Production,Oil Pan,5,1058
2024-08-16,Line_3,Production,Cylinder Liner,5,3847
2024-08-16,Line_3,Production,Camshaft Pulley,3,2503
2024-08-17,Line_1,Production,Engine Block,5,389
2024-08-17,Line_2,Production,Cylinder Head,6,772
2024-08-17,Line_2,Production,Oil Pan,5,1057
2024-08-17,Line_3,Production,Cylinder Liner,5,3847
2024-08-17,Line_3,Production,Camshaft Pulley,3,2503
2024-08-19,Line_1,Production,Engine Block,5,389
2024-08-19,Line_2,Production,Cylinder Head,6,772
2024-08-19,Line_2,Production,Oil Pan,5,1057
2024-08-19,Line_3,Production,Cylinder Liner,5,3847
2024-08-19,Line_3,Production,Camshaft Pulley,3,2503
2024-08-20,Line_1,Production,Engine Block,5,389
2024-08-20,Line_2,Production,Cylinder Head,6,772
2024-08-20,Line_2,Production,Oil Pan,5,1057
2024-08-20,Line_3,Production,Cylinder Liner,5,3847
2024-08-20,Line_3,Production,Camshaft Pulley,3,2503
2024-08-21,Line_1,Production,Engine Block,5,389
2024-08-21,Line_2,Production,Cylinder Head,6,771
2024-08-21,Line_2,Production,Oil Pan,5,1057
2024-08-21,Line_3,Production,Cylinder Liner,5,3847
2024-08-21,Line_3,Production,Camshaft Pulley,3,2503
2024-08-22,Line_1,Production,Engine Block,5,389
2024-08-22,Line_2,Production,Cylinder Head,6,771
2024-08-22,Line_2,Production,Oil Pan,5,1057
2024-08-22,Line_3,Production,Cylinder Liner,5,3847
2024-08-22,Line_3,Production,Camshaft Pulley,3,2503
2024-08-23,Line_1,Production,Engine Block,5,389
2024-08-23,Line_2,Production,Cylinder Head,6,771
2024-08-23,Line_2,Production,Oil Pan,5,1057
2024-08-23,Line_3,Production,Cylinder Liner,5,3847
2024-08-23,Line_3,Production,Camshaft Pulley,3,2503
2024-08-24,Line_1,Production,Engine Block,5,389
2024-08-24,Line_2,Production,Cylinder Head,6,771
2024-08-24,Line_2,Production,Oil Pan,5,1057
2024-08-24,Line_3,Production,Cylinder Liner,5,3847
2024-08-24,Line_3,Production,Camshaft Pulley,3,2503
2024-08-26,Line_1,Production,Engine Block,5,389
2024-08-26,Line_2,Production,Cylinder Head,6,771
2024-08-26,Line_2,Production,Oil Pan,5,1057
2024-08-26,Line_3,Production,Cylinder Liner,5,3847
2024-08-26,Line_3,Production,Camshaft Pulley,3,2503
2024-08-27,Line_1,Production,Engine Block,5,389
2024-08-27,Line_2,Production,Cylinder Head,6,771
2024-08-27,Line_2,Production,Oil Pan,5,1057
2024-08-27,Line_3,Production,Cylinder Liner,5,3847
2024-08-27,Line_3,Production,Camshaft Pulley,3,2503
2024-08-28,Line_1,Production,Engine Block,5,389
2024-08-28,Line_2,Production,Cylinder Head,6,771
2024-08-28,Line_2,Production,Oil Pan,5,1057
2024-08-28,Line_3,Production,Cylinder Liner,5,3847
2024-08-28,Line_3,Production,Camshaft Pulley,3,2503
2024-08-29,Line_1,Production,Engine Block,5,389
2024-08-29,Line_2,Production,Cylinder Head,6,771
2024-08-29,Line_2,Production,Oil Pan,5,1057
2024-08-29,Line_3,Production,Cylinder Liner,5,3847
2024-08-29,Line_3,Production,Camshaft Pulley,3,2503
2024-08-30,Line_1,Production,Engine Block,5,389
2024-08-30,Line_2,Production,Cylinder Head,6,771
2024-08-30,Line_2,Production,Oil Pan,5,1057
2024-08-30,Line_3,Production,Cylinder Liner,5,3847
2024-08-30,Line_3,Production,Camshaft Pulley,3,2503
2024-08-31,Line_1,Production,Engine Block,5,389
2024-08-31,Line_2,Production,Cylinder Head,6,771
2024-08-31,Line_2,Production,Oil Pan,5,1057
2024-08-31,Line_3,Production,Cylinder Liner,5,3847
2024-08-31,Line_3,Production,Camshaft Pulley,3,2503
2024-08-04,Line_1,Maintenance_Weekly,None,0,0
2024-08-04,Line_2,Maintenance_Weekly,None,0,0
2024-08-04,Line_3,Maintenance_Weekly,None,0,0
2024-08-11,Line_1,Maintenance_Weekly,None,0,0
2024-08-11,Line_2,Maintenance_Weekly,None,0,0
2024-08-11,Line_3,Maintenance_Weekly,None,0,0
2024-08-18,Line_1,Maintenance_Weekly,None,0,0
2024-08-18,Line_2,Maintenance_Weekly,None,0,0
2024-08-18,Line_3,Maintenance_Weekly,None,0,0
2024-08-25,Line_1,Maintenance_Weekly,None,0,0
2024-08-25,Line_2,Maintenance_Weekly,None,0,0
2024-08-25,Line_3,Maintenance_Weekly,None,0,0
2024-09-02,Line_1,Production,Engine Block,6,462
2024-09-02,Line_2,Production,Cylinder Head,7,1000
2024-09-02,Line_2,Production,Oil Pan,6,1335
2024-09-02,Line_3,Production,Cylinder Liner,7,4997
2024-09-02,Line_3,Production,Camshaft Pulley,4,3123
2024-09-03,Line_1,Production,Engine Block,6,462
2024-09-03,Line_2,Production,Cylinder Head,7,1000
2024-09-03,Line_2,Production,Oil Pan,6,1335
2024-09-03,Line_3,Production,Cylinder Liner,7,4997
2024-09-03,Line_3,Production,Camshaft Pulley,4,3123
2024-09-04,Line_1,Production,Engine Block,6,462
2024-09-04,Line_2,Production,Cylinder Head,7,1000
2024-09-04,Line_2,Production,Oil Pan,6,1335
2024-09-04,Line_3,Production,Cylinder Liner,7,4997
2024-09-04,Line_3,Production,Camshaft Pulley,4,3123
2024-09-05,Line_1,Production,Engine Block,6,462
2024-09-05,Line_2,Production,Cylinder Head,7,1000
2024-09-05,Line_2,Production,Oil Pan,6,1335
2024-09-05,Line_3,Production,Cylinder Liner,7,4997
2024-09-05,Line_3,Production,Camshaft Pulley,4,3123
2024-09-06,Line_1,Production,Engine Block,6,462
2024-09-06,Line_2,Production,Cylinder Head,7,1000
2024-09-06,Line_2,Production,Oil Pan,6,1335
2024-09-06,Line_3,Production,Cylinder Liner,7,4997
2024-09-06,Line_3,Production,Camshaft Pulley,4,3123
2024-09-07,Line_1,Production,Engine Block,6,462
2024-09-07,Line_2,Production,Cylinder Head,7,1000
2024-09-07,Line_2,Production,Oil Pan,6,1335
2024-09-07,Line_3,Production,Cylinder Liner,7,4997
2024-09-07,Line_3,Production,Camshaft Pulley,4,3123
2024-09-09,Line_1,Production,Engine Block,6,462
2024-09-09,Line_2,Production,Cylinder Head,7,1000
2024-09-09,Line_2,Production,Oil Pan,6,1335
2024-09-09,Line_3,Production,Cylinder Liner,7,4997
2024-09-09,Line_3,Production,Camshaft Pulley,4,3123
2024-09-10,Line_1,Production,Engine Block,6,462
2024-09-10,Line_2,Production,Cylinder Head,7,1000
2024-09-10,Line_2,Production,Oil Pan,6,1335
2024-09-10,Line_3,Production,Cylinder Liner,7,4997
2024-09-10,Line_3,Production,Camshaft Pulley,4,3123
2024-09-11,Line_1,Production,Engine Block,6,462
2024-09-11,Line_2,Production,Cylinder Head,7,1000
2024-09-11,Line_2,Production,Oil Pan,6,1335
2024-09-11,Line_3,Production,Cylinder Liner,7,4997
2024-09-11,Line_3,Production,Camshaft Pulley,4,3123
2024-09-12,Line_1,Production,Engine Block,6,462
2024-09-12,Line_2,Production,Cylinder Head,7,1000
2024-09-12,Line_2,Production,Oil Pan,6,1335
2024-09-12,Line_3,Production,Cylinder Liner,7,4997
2024-09-12,Line_3,Production,Camshaft Pulley,4,3123
2024-09-13,Line_1,Production,Engine Block,6,462
2024-09-13,Line_2,Production,Cylinder Head,7,1000
2024-09-13,Line_2,Production,Oil Pan,6,1335
2024-09-13,Line_3,Production,Cylinder Liner,7,4997
2024-09-13,Line_3,Production,Camshaft Pulley,4,3123
2024-09-14,Line_1,Production,Engine Block,6,462
2024-09-14,Line_2,Production,Cylinder Head,7,1000
2024-09-14,Line_2,Production,Oil Pan,6,1335
2024-09-14,Line_3,Production,Cylinder Liner,7,4996
2024-09-14,Line_3,Production,Camshaft Pulley,4,3123
2024-09-16,Line_1,Production,Engine Block,6,462
2024-09-16,Line_2,Production,Cylinder Head,7,999
2024-09-16,Line_2,Production,Oil Pan,6,1335
2024-09-16,Line_3,Production,Cylinder Liner,7,4996
2024-09-16,Line_3,Production,Camshaft Pulley,4,3123
2024-09-17,Line_1,Production,Engine Block,6,462
2024-09-17,Line_2,Production,Cylinder Head,7,999
2024-09-17,Line_2,Production,Oil Pan,6,1335
2024-09-17,Line_3,Production,Cylinder Liner,7,4996
2024-09-17,Line_3,Production,Camshaft Pulley,4,3123
2024-09-18,Line_1,Production,Engine Block,6,462
2024-09-18,Line_2,Production,Cylinder Head,7,999
2024-09-18,Line_2,Production,Oil Pan,6,1335
2024-09-18,Line_3,Production,Cylinder Liner,7,4996
2024-09-18,Line_3,Production,Camshaft Pulley,4,3123
2024-09-19,Line_1,Production,Engine Block,6,462
2024-09-19,Line_2,Production,Cylinder Head,7,999
2024-09-19,Line_2,Production,Oil Pan,6,1335
2024-09-19,Line_3,Production,Cylinder Liner,7,4996
2024-09-19,Line_3,Production,Camshaft Pulley,4,3123
2024-09-20,Line_1,Production,Engine Block,6,462
2024-09-20,Line_2,Production,Cylinder Head,7,999
2024-09-20,Line_2,Production,Oil Pan,6,1335
2024-09-20,Line_3,Production,Cylinder Liner,7,4996
2024-09-20,Line_3,Production,Camshaft Pulley,4,3123
2024-09-21,Line_1,Production,Engine Block,6,462
2024-09-21,Line_2,Production,Cylinder Head,7,999
2024-09-21,Line_2,Production,Oil Pan,6,1335
2024-09-21,Line_3,Production,Cylinder Liner,7,4996
2024-09-21,Line_3,Production,Camshaft Pulley,4,3123
2024-09-23,Line_1,Production,Engine Block,6,462
2024-09-23,Line_2,Production,Cylinder Head,7,999
2024-09-23,Line_2,Production,Oil Pan,6,1335
2024-09-23,Line_3,Production,Cylinder Liner,7,4996
2024-09-23,Line_3,Production,Camshaft Pulley,4,3123
2024-09-24,Line_1,Production,Engine Block,6,462
2024-09-24,Line_2,Production,Cylinder Head,7,999
2024-09-24,Line_2,Production,Oil Pan,6,1335
2024-09-24,Line_3,Production,Cylinder Liner,7,4996
2024-09-24,Line_3,Production,Camshaft Pulley,4,3123
2024-09-25,Line_1,Production,Engine Block,6,462
2024-09-25,Line_2,Production,Cylinder Head,7,999
2024-09-25,Line_2,Production,Oil Pan,6,1334
2024-09-25,Line_3,Production,Cylinder Liner,7,4996
2024-09-25,Line_3,Production,Camshaft Pulley,4,3122
2024-09-26,Line_1,Production,Engine Block,6,461
2024-09-26,Line_2,Production,Cylinder Head,7,999
2024-09-26,Line_2,Production,Oil Pan,6,1334
2024-09-26,Line_3,Production,Cylinder Liner,7,4996
2024-09-26,Line_3,Production,Camshaft Pulley,4,3122
2024-09-27,Line_1,Production,Engine Block,6,461
2024-09-27,Line_2,Production,Cylinder Head,7,999
2024-09-27,Line_2,Production,Oil Pan,6,1334
2024-09-27,Line_3,Production,Cylinder Liner,7,4996
2024-09-27,Line_3,Production,Camshaft Pulley,4,3122
2024-09-28,Line_1,Production,Engine Block,6,461
2024-09-28,Line_2,Production,Cylinder Head,7,999
2024-09-28,Line_2,Production,Oil Pan,6,1334
2024-09-28,Line_3,Production,Cylinder Liner,7,4996
2024-09-28,Line_3,Production,Camshaft Pulley,4,3122
2024-09-30,Line_1,Production,Engine Block,6,461
2024-09-30,Line_2,Production,Cylinder Head,7,999
2024-09-30,Line_2,Production,Oil Pan,6,1334
2024-09-30,Line_3,Production,Cylinder Liner,7,4996
2024-09-30,Line_3,Production,Camshaft Pulley,4,3122
2024-09-01,Line_1,Maintenance_Weekly,None,0,0
2024-09-01,Line_2,Maintenance_Weekly,None,0,0
2024-09-01,Line_3,Maintenance_Weekly,None,0,0
2024-09-08,Line_1,Maintenance_Weekly,None,0,0
2024-09-08,Line_2,Maintenance_Weekly,None,0,0
2024-09-08,Line_3,Maintenance_Weekly,None,0,0
2024-09-15,Line_1,Maintenance_Weekly,None,0,0
2024-09-15,Line_2,Maintenance_Weekly,None,0,0
2024-09-15,Line_3,Maintenance_Weekly,None,0,0
2024-09-22,Line_1,Maintenance_Weekly,None,0,0
2024-09-22,Line_2,Maintenance_Weekly,None,0,0
2024-09-22,Line_3,Maintenance_Weekly,None,0,0
2024-09-29,Line_1,Maintenance_Weekly,None,0,0
2024-09-29,Line_2,Maintenance_Weekly,None,0,0
2024-09-29,Line_3,Maintenance_Weekly,None,0,0
2024-10-01,Line_1,Production,Engine Block,7,497
2024-10-01,Line_2,Production,Cylinder Head,7,1000
2024-10-01,Line_2,Production,Oil Pan,6,1429
2024-10-01,Line_3,Production,Cylinder Liner,7,4912
2024-10-01,Line_3,Production,Camshaft Pulley,4,3157
2024-10-02,Line_1,Production,Engine Block,7,497
2024-10-02,Line_2,Production,Cylinder Head,7,1000
2024-10-02,Line_2,Production,Oil Pan,6,1429
2024-10-02,Line_3,Production,Cylinder Liner,7,4912
2024-10-02,Line_3,Production,Camshaft Pulley,4,3157
2024-10-03,Line_1,Production,Engine Block,7,497
2024-10-03,Line_2,Production,Cylinder Head,7,1000
2024-10-03,Line_2,Production,Oil Pan,6,1429
2024-10-03,Line_3,Production,Cylinder Liner,7,4912
2024-10-03,Line_3,Production,Camshaft Pulley,4,3157
2024-10-04,Line_1,Production,Engine Block,7,497
2024-10-04,Line_2,Production,Cylinder Head,7,1000
2024-10-04,Line_2,Production,Oil Pan,6,1429
2024-10-04,Line_3,Production,Cylinder Liner,7,4912
2024-10-04,Line_3,Production,Camshaft Pulley,4,3157
2024-10-05,Line_1,Production,Engine Block,7,497
2024-10-05,Line_2,Production,Cylinder Head,7,1000
2024-10-05,Line_2,Production,Oil Pan,6,1429
2024-10-05,Line_3,Production,Cylinder Liner,7,4912
2024-10-05,Line_3,Production,Camshaft Pulley,4,3157
2024-10-07,Line_1,Production,Engine Block,7,497
2024-10-07,Line_2,Production,Cylinder Head,7,1000
2024-10-07,Line_2,Production,Oil Pan,6,1429
2024-10-07,Line_3,Production,Cylinder Liner,7,4912
2024-10-07,Line_3,Production,Camshaft Pulley,4,3157
2024-10-08,Line_1,Production,Engine Block,7,497
2024-10-08,Line_2,Production,Cylinder Head,7,1000
2024-10-08,Line_2,Production,Oil Pan,6,1429
2024-10-08,Line_3,Production,Cylinder Liner,7,4912
2024-10-08,Line_3,Production,Camshaft Pulley,4,3157
2024-10-09,Line_1,Production,Engine Block,7,497
2024-10-09,Line_2,Production,Cylinder Head,7,1000
2024-10-09,Line_2,Production,Oil Pan,6,1429
2024-10-09,Line_3,Production,Cylinder Liner,7,4912
2024-10-09,Line_3,Production,Camshaft Pulley,4,3157
2024-10-10,Line_1,Production,Engine Block,7,497
2024-10-10,Line_2,Production,Cylinder Head,7,1000
2024-10-10,Line_2,Production,Oil Pan,6,1429
2024-10-10,Line_3,Production,Cylinder Liner,7,4912
2024-10-10,Line_3,Production,Camshaft Pulley,4,3157
2024-10-11,Line_1,Production,Engine Block,7,497
2024-10-11,Line_2,Production,Cylinder Head,7,999
2024-10-11,Line_2,Production,Oil Pan,6,1429
2024-10-11,Line_3,Production,Cylinder Liner,7,4912
2024-10-11,Line_3,Production,Camshaft Pulley,4,3157
2024-10-12,Line_1,Production,Engine Block,7,497
2024-10-12,Line_2,Production,Cylinder Head,7,999
2024-10-12,Line_2,Production,Oil Pan,6,1429
2024-10-12,Line_3,Production,Cylinder Liner,7,4912
2024-10-12,Line_3,Production,Camshaft Pulley,4,3157
2024-10-14,Line_1,Production,Engine Block,7,497
2024-10-14,Line_2,Production,Cylinder Head,7,999
2024-10-14,Line_2,Production,Oil Pan,6,1429
2024-10-14,Line_3,Production,Cylinder Liner,7,4912
2024-10-14,Line_3,Production,Camshaft Pulley,4,3157
2024-10-15,Line_1,Production,Engine Block,7,497
2024-10-15,Line_2,Production,Cylinder Head,7,999
2024-10-15,Line_2,Production,Oil Pan,6,1429
2024-10-15,Line_3,Production,Cylinder Liner,7,4912
2024-10-15,Line_3,Production,Camshaft Pulley,4,3157
2024-10-16,Line_1,Production,Engine Block,7,497
2024-10-16,Line_2,Production,Cylinder Head,7,999
2024-10-16,Line_2,Production,Oil Pan,6,1429
2024-10-16,Line_3,Production,Cylinder Liner,7,4912
2024-10-16,Line_3,Production,Camshaft Pulley,4,3157
2024-10-17,Line_1,Production,Engine Block,7,497
2024-10-17,Line_2,Production,Cylinder Head,7,999
2024-10-17,Line_2,Production,Oil Pan,6,1429
2024-10-17,Line_3,Production,Cylinder Liner,7,4912
2024-10-17,Line_3,Production,Camshaft Pulley,4,3156
2024-10-18,Line_1,Production,Engine Block,7,497
2024-10-18,Line_2,Production,Cylinder Head,7,999
2024-10-18,Line_2,Production,Oil Pan,6,1429
2024-10-18,Line_3,Production,Cylinder Liner,7,4912
2024-10-18,Line_3,Production,Camshaft Pulley,4,3156
2024-10-19,Line_1,Production,Engine Block,7,497
2024-10-19,Line_2,Production,Cylinder Head,7,999
2024-10-19,Line_2,Production,Oil Pan,6,1429
2024-10-19,Line_3,Production,Cylinder Liner,7,4912
2024-10-19,Line_3,Production,Camshaft Pulley,4,3156
2024-10-21,Line_1,Production,Engine Block,7,497
2024-10-21,Line_2,Production,Cylinder Head,7,999
2024-10-21,Line_2,Production,Oil Pan,6,1429
2024-10-21,Line_3,Production,Cylinder Liner,7,4912
2024-10-21,Line_3,Production,Camshaft Pulley,4,3156
2024-10-22,Line_1,Production,Engine Block,7,497
2024-10-22,Line_2,Production,Cylinder Head,7,999
2024-10-22,Line_2,Production,Oil Pan,6,1429
2024-10-22,Line_3,Production,Cylinder Liner,7,4912
2024-10-22,Line_3,Production,Camshaft Pulley,4,3156
2024-10-23,Line_1,Production,Engine Block,7,497
2024-10-23,Line_2,Production,Cylinder Head,7,999
2024-10-23,Line_2,Production,Oil Pan,6,1429
2024-10-23,Line_3,Production,Cylinder Liner,7,4911
2024-10-23,Line_3,Production,Camshaft Pulley,4,3156
2024-10-24,Line_1,Production,Engine Block,7,497
2024-10-24,Line_2,Production,Cylinder Head,7,999
2024-10-24,Line_2,Production,Oil Pan,6,1429
2024-10-24,Line_3,Production,Cylinder Liner,7,4911
2024-10-24,Line_3,Production,Camshaft Pulley,4,3156
2024-10-25,Line_1,Production,Engine Block,7,497
2024-10-25,Line_2,Production,Cylinder Head,7,999
2024-10-25,Line_2,Production,Oil Pan,6,1428
2024-10-25,Line_3,Production,Cylinder Liner,7,4911
2024-10-25,Line_3,Production,Camshaft Pulley,4,3156
2024-10-26,Line_1,Production,Engine Block,7,496
2024-10-26,Line_2,Production,Cylinder Head,7,999
2024-10-26,Line_2,Production,Oil Pan,6,1428
2024-10-26,Line_3,Production,Cylinder Liner,7,4911
2024-10-26,Line_3,Production,Camshaft Pulley,4,3156
2024-10-28,Line_1,Production,Engine Block,7,496
2024-10-28,Line_2,Production,Cylinder Head,7,999
2024-10-28,Line_2,Production,Oil Pan,6,1428
2024-10-28,Line_3,Production,Cylinder Liner,7,4911
2024-10-28,Line_3,Production,Camshaft Pulley,4,3156
2024-10-29,Line_1,Production,Engine Block,7,496
2024-10-29,Line_2,Production,Cylinder Head,7,999
2024-10-29,Line_2,Production,Oil Pan,6,1428
2024-10-29,Line_3,Production,Cylinder Liner,7,4911
2024-10-29,Line_3,Production,Camshaft Pulley,4,3156
2024-10-30,Line_1,Production,Engine Block,7,496
2024-10-30,Line_2,Production,Cylinder Head,7,999
2024-10-30,Line_2,Production,Oil Pan,6,1428
2024-10-30,Line_3,Production,Cylinder Liner,7,4911
2024-10-30,Line_3,Production,Camshaft Pulley,4,3156
2024-10-31,Line_1,Production,Engine Block,7,496
2024-10-31,Line_2,Production,Cylinder Head,7,999
2024-10-31,Line_2,Production,Oil Pan,6,1428
2024-10-31,Line_3,Production,Cylinder Liner,7,4911
2024-10-31,Line_3,Production,Camshaft Pulley,4,3156
2024-10-06,Line_1,Maintenance_Weekly,None,0,0
2024-10-06,Line_2,Maintenance_Weekly,None,0,0
2024-10-06,Line_3,Maintenance_Weekly,None,0,0
2024-10-13,Line_1,Maintenance_Weekly,None,0,0
2024-10-13,Line_2,Maintenance_Weekly,None,0,0
2024-10-13,Line_3,Maintenance_Weekly,None,0,0
2024-10-20,Line_1,Maintenance_Weekly,None,0,0
2024-10-20,Line_2,Maintenance_Weekly,None,0,0
2024-10-20,Line_3,Maintenance_Weekly,None,0,0
2024-10-27,Line_1,Maintenance_Weekly,None,0,0
2024-10-27,Line_2,Maintenance_Weekly,None,0,0
2024-10-27,Line_3,Maintenance_Weekly,None,0,0
2024-11-01,Line_1,Production,Engine Block,8,604
2024-11-01,Line_2,Production,Cylinder Head,9,1235
2024-11-01,Line_2,Production,Oil Pan,8,1757
2024-11-01,Line_3,Production,Cylinder Liner,8,5997
2024-11-01,Line_3,Production,Camshaft Pulley,4,3884
2024-11-02,Line_1,Production,Engine Block,8,604
2024-11-02,Line_2,Production,Cylinder Head,9,1235
2024-11-02,Line_2,Production,Oil Pan,8,1757
2024-11-02,Line_3,Production,Cylinder Liner,8,5997
2024-11-02,Line_3,Production,Camshaft Pulley,4,3884
2024-11-04,Line_1,Production,Engine Block,8,604
2024-11-04,Line_2,Production,Cylinder Head,9,1235
2024-11-04,Line_2,Production,Oil Pan,8,1757
2024-11-04,Line_3,Production,Cylinder Liner,8,5997
2024-11-04,Line_3,Production,Camshaft Pulley,4,3884
2024-11-05,Line_1,Production,Engine Block,8,604
2024-11-05,Line_2,Production,Cylinder Head,9,1235
2024-11-05,Line_2,Production,Oil Pan,8,1757
2024-11-05,Line_3,Production,Cylinder Liner,8,5997
2024-11-05,Line_3,Production,Camshaft Pulley,4,3884
2024-11-06,Line_1,Production,Engine Block,8,604
2024-11-06,Line_2,Production,Cylinder Head,9,1235
2024-11-06,Line_2,Production,Oil Pan,8,1757
2024-11-06,Line_3,Production,Cylinder Liner,8,5997
2024-11-06,Line_3,Production,Camshaft Pulley,4,3884
2024-11-07,Line_1,Production,Engine Block,8,604
2024-11-07,Line_2,Production,Cylinder Head,9,1235
2024-11-07,Line_2,Production,Oil Pan,8,1757
2024-11-07,Line_3,Production,Cylinder Liner,8,5997
2024-11-07,Line_3,Production,Camshaft Pulley,4,3884
2024-11-08,Line_1,Production,Engine Block,8,604
2024-11-08,Line_2,Production,Cylinder Head,9,1235
2024-11-08,Line_2,Production,Oil Pan,8,1757
2024-11-08,Line_3,Production,Cylinder Liner,8,5997
2024-11-08,Line_3,Production,Camshaft Pulley,4,3884
2024-11-09,Line_1,Production,Engine Block,8,604
2024-11-09,Line_2,Production,Cylinder Head,9,1235
2024-11-09,Line_2,Production,Oil Pan,8,1757
2024-11-09,Line_3,Production,Cylinder Liner,8,5997
2024-11-09,Line_3,Production,Camshaft Pulley,4,3884
2024-11-11,Line_1,Production,Engine Block,8,604
2024-11-11,Line_2,Production,Cylinder Head,9,1235
2024-11-11,Line_2,Production,Oil Pan,8,1757
2024-11-11,Line_3,Production,Cylinder Liner,8,5997
2024-11-11,Line_3,Production,Camshaft Pulley,4,3884
2024-11-12,Line_1,Production,Engine Block,8,604
2024-11-12,Line_2,Production,Cylinder Head,9,1235
2024-11-12,Line_2,Production,Oil Pan,8,1757
2024-11-12,Line_3,Production,Cylinder Liner,8,5997
2024-11-12,Line_3,Production,Camshaft Pulley,4,3884
2024-11-13,Line_1,Production,Engine Block,8,604
2024-11-13,Line_2,Production,Cylinder Head,9,1235
2024-11-13,Line_2,Production,Oil Pan,8,1757
2024-11-13,Line_3,Production,Cylinder Liner,8,5997
2024-11-13,Line_3,Production,Camshaft Pulley,4,3884
2024-11-14,Line_1,Production,Engine Block,8,604
2024-11-14,Line_2,Production,Cylinder Head,9,1235
2024-11-14,Line_2,Production,Oil Pan,8,1757
2024-11-14,Line_3,Production,Cylinder Liner,8,5997
2024-11-14,Line_3,Production,Camshaft Pulley,4,3884
2024-11-15,Line_1,Production,Engine Block,8,604
2024-11-15,Line_2,Production,Cylinder Head,9,1235
2024-11-15,Line_2,Production,Oil Pan,8,1757
2024-11-15,Line_3,Production,Cylinder Liner,8,5997
2024-11-15,Line_3,Production,Camshaft Pulley,4,3884
2024-11-16,Line_1,Production,Engine Block,8,604
